Week,Unnamed: 2,Unnamed: 3,Impressions,Clicks,Opens,Leads,Segment,Season,CountryISO,CountryName,Region,SubRegion,Publication,AdType,Treatment,BuyingBasis,Cost,Year,Month,Num_Week
2017-10-23,,,5840.0,31,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,De,Display,Banner,Month,254.70962337057108,2017,10,43
2017-10-30,,,1104.0,4,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,De,Display,Banner,Month,254.70962337057108,2017,10,44
2017-09-04,,,3122.0,17,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,De,Display,Banner,Month,254.70962337057108,2017,9,36
2017-09-11,,,5989.0,27,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,De,Display,Banner,Month,254.70962337057108,2017,9,37
2017-09-18,,,5316.0,19,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,De,Display,Banner,Month,254.70962337057108,2017,9,38
2017-09-25,,,5983.0,18,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,De,Display,Banner,Month,254.70962337057108,2017,9,39
2017-10-02,,,9248.0,22,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,De,Display,Banner,Month,254.70962337057108,2017,10,40
2017-10-09,,,6355.0,19,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,De,Display,Banner,Month,254.70962337057108,2017,10,41
2017-10-16,,,5848.0,19,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,De,Display,Banner,Month,254.70962337057108,2017,10,42
2017-10-23,,,5845.0,28,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,De,Display,Banner,Month,254.70962337057108,2017,10,43
2017-10-30,,,1190.0,8,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,De,Display,Banner,Month,254.70962337057108,2017,10,44
2017-09-18,,,2081.0,47,417,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Email,Bespoke,Instance,2293.038,2017,9,38
2017-09-04,,,2090.0,75,75,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Email,Bespoke,Instance,2293.038,2017,9,36
2017-10-23,,,2067.0,33,433,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Email,Bespoke,Instance,2293.038,2017,10,43
2017-09-04,,,5359.0,24,855,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Email,Newsletter text,Instance,416.916,2017,9,36
2017-09-18,,,5346.0,53,1049,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Email,Newsletter text,Instance,416.916,2017,9,38
2017-10-23,,,5297.0,342,975,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Email,Newsletter text,Instance,416.916,2017,10,43
2017-10-16,,,5309.0,303,824,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Email,Newsletter text,Instance,416.916,2017,10,42
2017-08-28,,,240.0,3,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,8,35
2017-09-04,,,686.0,7,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,9,36
2017-09-11,,,1015.0,6,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,9,37
2017-09-18,,,789.0,6,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,9,38
2017-09-25,,,872.0,3,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,9,39
2017-10-02,,,689.0,4,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,10,40
2017-10-09,,,943.0,12,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,10,41
2017-10-16,,,1166.0,7,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,10,42
2017-10-23,,,1043.0,5,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,10,43
2017-10-30,,,179.0,0,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,10,44
2017-08-28,,,256.0,2,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,8,35
2017-09-04,,,704.0,1,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,9,36
2017-09-11,,,960.0,0,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,9,37
2017-09-18,,,835.0,5,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,9,38
2017-09-25,,,874.0,4,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,9,39
2017-10-02,,,684.0,5,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,10,40
2017-10-09,,,920.0,7,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,10,41
2017-10-16,,,1196.0,4,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,10,42
2017-10-23,,,1086.0,4,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,10,43
2017-10-30,,,155.0,0,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektroboerse smarthouse,Display,Banner,Month,365.58322413187847,2017,10,44
2017-09-11,,,5071.0,4,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektropraktiker ,Display,Banner,Month,662.2450207634847,2017,9,37
2017-09-18,,,4088.0,1,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektropraktiker ,Display,Banner,Month,662.2450207634847,2017,9,38
2017-09-25,,,2947.0,3,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektropraktiker ,Display,Banner,Month,662.2450207634847,2017,9,39
2017-10-02,,,1764.0,4,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektropraktiker ,Display,Banner,Month,662.2450207634847,2017,10,40
2017-09-11,,,5082.0,10,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektropraktiker ,Display,Banner,Month,662.2450207634847,2017,9,37
2017-09-18,,,4233.0,7,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektropraktiker ,Display,Banner,Month,662.2450207634847,2017,9,38
2017-09-25,,,2895.0,9,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektropraktiker ,Display,Banner,Month,662.2450207634847,2017,9,39
2017-10-02,,,1592.0,4,0,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektropraktiker ,Display,Banner,Month,662.2450207634847,2017,10,40
2017-10-16,,,21089.0,128,5442,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektropraktiker ,Email,Newsletter text,Instance,597.23217,2017,10,42
2017-09-18,,,21100.0,502,5849,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektropraktiker ,Email,Newsletter text,Instance,597.23217,2017,9,38
2017-09-04,,,18091.0,216,4970,0,Residential,Fire safety,DE,Germany,Western Europe,DACH,Elektropraktiker ,Email,Newsletter text,Instance,597.23217,2017,9,36
2017-11-20,,,1286.0,28,333,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,EandI,Email,Newsletter banner,Instance,414.310275,2017,11,47
2017-11-20,,,3074.0,23,690,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,EandI,Email,Newsletter text,Instance,414.310275,2017,11,47
2017-12-04,,,3075.0,49,663,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,EandI,Email,Newsletter text,Instance,414.310275,2017,12,49
2017-09-17,,,0.0,9,0,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,Elektropraktijk,Display,Advertorial,Month,83.90434652207047,2017,9,37
2017-10-16,,,0.0,7,0,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,Elektropraktijk,Display,Advertorial,Month,83.90434652207047,2017,10,42
2017-10-23,,,0.0,5,0,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,Elektropraktijk,Display,Advertorial,Month,83.90434652207047,2017,10,43
2017-09-25,,,7154.0,18,1215,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,Elektropraktijk,Email,Newsletter text,Instance,364.8015,2017,9,39
2017-10-09,,,7142.0,161,1283,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,Elektropraktijk,Email,Newsletter text,Instance,364.8015,2017,10,41
2017-09-18,,,9558.0,20,0,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,Installatie Journaal,Display,Advertorial,Month,434.7443783364994,2017,9,38
2017-09-04,,,893.0,6,0,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,Installatie Journaal,Display,Banner,Month,156.06208453105106,2017,9,36
2017-09-11,,,638.0,8,0,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,Installatie Journaal,Display,Banner,Month,156.06208453105106,2017,9,37
2017-09-18,,,0.0,1,0,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,Installatie Journaal,Display,Banner,Month,156.06208453105106,2017,9,38
2017-09-25,,,0.0,2,0,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,Installatie Journaal,Display,Banner,Month,156.06208453105106,2017,9,39
2017-10-16,,,0.0,3,0,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,Installatie Journaal,Display,Banner,Month,156.06208453105106,2017,10,42
2017-10-23,,,0.0,6,0,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,Installatie Journaal,Display,Banner,Month,156.06208453105106,2017,10,43
2017-09-18,,,2909.0,120,855,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,Installatie Journaal,Email,Bespoke,Instance,1647.8604899999998,2017,9,38
2017-10-16,,,2929.0,128,951,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,Installatie Journaal,Email,Bespoke,Instance,1647.8604899999998,2017,10,42
2017-09-25,,,1100.0,21,0,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,Installatie Journaal,Email,Newsletter text,Instance,969.3296999999999,2017,9,39
2017-10-16,,,1100.0,55,0,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,Installatie Journaal,Email,Newsletter text,Instance,969.3296999999999,2017,10,42
2017-09-11,,,71063.0,679,15776,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,InstallatieProfs,Email,Bespoke,Instance,5211.45,2017,9,37
2017-10-09,,,43526.0,174,8313,0,Residential,Fire safety,NL,Netherlands,Northern Europe,BeNeLux,InstallatieProfs,Email,Newsletter text,Instance,625.3739999999999,2017,10,41
2017-11-13,,,14042.0,186,2845,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Email,Bespoke,Instance,729.603,2017,11,46
2017-11-20,,,14652.0,173,2364,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Email,Bespoke,Instance,729.603,2017,11,47
2017-10-23,,,11250.0,6,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,10,43
2017-10-30,,,12379.0,5,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,10,44
2017-11-06,,,8468.0,8,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,11,45
2017-11-13,,,2187.0,3,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,11,46
2017-11-20,,,552.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,11,47
2017-11-27,,,426.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,11,48
2017-12-04,,,8940.0,10,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,12,49
2017-12-11,,,19448.0,12,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,12,50
2017-12-18,,,12017.0,4,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,12,51
2017-12-25,,,5463.0,3,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,12,52
2018-01-01,,,266.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,1,1
2018-01-08,,,362.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,1,2
2018-01-15,,,365.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,1,3
2018-01-22,,,310.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,1,4
2018-01-29,,,267.0,1,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,1,5
2018-02-05,,,318.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,2,6
2018-02-12,,,304.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,2,7
2018-02-19,,,269.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,2,8
2017-10-23,,,11071.0,5,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,10,43
2017-10-30,,,12492.0,2,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,10,44
2017-11-06,,,8290.0,3,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,11,45
2017-11-13,,,2150.0,2,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,11,46
2017-11-20,,,485.0,1,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,11,47
2017-11-27,,,349.0,1,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,11,48
2017-12-04,,,8755.0,10,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,12,49
2017-12-11,,,19459.0,4,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,12,50
2017-12-18,,,12118.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,12,51
2017-12-25,,,5278.0,1,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,12,52
2018-01-01,,,243.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,1,1
2018-01-08,,,407.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,1,2
2018-01-15,,,345.0,1,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,1,3
2018-01-22,,,320.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,1,4
2018-01-29,,,305.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,1,5
2018-02-05,,,343.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,2,6
2018-02-12,,,286.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,2,7
2018-02-19,,,337.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,2,8
2017-10-23,,,11167.0,4,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,10,43
2017-10-30,,,12458.0,4,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,10,44
2017-11-06,,,8236.0,5,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,11,45
2017-11-13,,,2100.0,1,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,11,46
2017-11-20,,,513.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,11,47
2017-11-27,,,404.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,11,48
2017-12-04,,,8895.0,8,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,12,49
2017-12-11,,,19530.0,7,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,12,50
2017-12-18,,,12108.0,1,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,12,51
2017-12-25,,,5308.0,4,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2017,12,52
2018-01-01,,,265.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,1,1
2018-01-08,,,397.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,1,2
2018-01-15,,,321.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,1,3
2018-01-22,,,309.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,1,4
2018-01-29,,,284.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,1,5
2018-02-05,,,323.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,2,6
2018-02-12,,,309.0,1,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,2,7
2018-02-19,,,265.0,0,0,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Display,mpu,Month,175.71967428765043,2018,2,8
2017-11-20,,,14652.0,116,2364,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Email,Newsletter text,Instance,213.66944999999998,2017,11,47
2017-12-18,,,14587.0,179,2691,0,Residential,Fire safety,FR,France,Western Europe,West,Electricien,Email,Newsletter text,Instance,213.66944999999998,2017,12,51
2017-11-20,,,43591.0,275,3320,0,Residential,Fire safety,FR,France,Western Europe,West,infoelectricien,Email,Bespoke,Instance,1250.7479999999998,2017,11,47
2017-11-27,,,37840.0,262,2385,0,Residential,Fire safety,FR,France,Western Europe,West,infoelectricien,Email,Bespoke,Instance,1250.7479999999998,2017,11,48
2017-11-13,,,38343.0,669,3005,0,Residential,Fire safety,FR,France,Western Europe,West,infoelectricien,Email,Bespoke,Instance,1250.7479999999998,2017,11,46
2017-10-10,,,815.0,3,0,0,Residential,Fire safety,FR,France,Western Europe,West,infoelectricien,Display,mpu,Month,55.85632211326405,2017,10,41
2017-11-06,,,815.0,3,0,0,Residential,Fire safety,FR,France,Western Europe,West,infoelectricien,Display,mpu,Month,55.85632211326405,2017,11,45
2017-11-13,,,815.0,3,0,0,Residential,Fire safety,FR,France,Western Europe,West,infoelectricien,Display,mpu,Month,55.85632211326405,2017,11,46
2017-11-20,,,816.0,3,0,0,Residential,Fire safety,FR,France,Western Europe,West,infoelectricien,Display,mpu,Month,55.85632211326405,2017,11,47
2017-10-10,,,815.0,3,0,0,Residential,Fire safety,FR,France,Western Europe,West,infoelectricien,Display,mpu,Month,55.85632211326405,2017,10,41
2017-11-06,,,815.0,4,0,0,Residential,Fire safety,FR,France,Western Europe,West,infoelectricien,Display,mpu,Month,55.85632211326405,2017,11,45
2017-11-13,,,815.0,3,0,0,Residential,Fire safety,FR,France,Western Europe,West,infoelectricien,Display,mpu,Month,55.85632211326405,2017,11,46
2017-11-20,,,816.0,3,0,0,Residential,Fire safety,FR,France,Western Europe,West,infoelectricien,Display,mpu,Month,55.85632211326405,2017,11,47
2017-10-10,,,815.0,3,0,0,Residential,Fire safety,FR,France,Western Europe,West,infoelectricien,Display,mpu,Month,55.85632211326405,2017,10,41
2017-11-06,,,815.0,3,0,0,Residential,Fire safety,FR,France,Western Europe,West,infoelectricien,Display,mpu,Month,55.85632211326405,2017,11,45
2017-11-13,,,815.0,4,0,0,Residential,Fire safety,FR,France,Western Europe,West,infoelectricien,Display,mpu,Month,55.85632211326405,2017,11,46
2017-11-20,,,816.0,3,0,0,Residential,Fire safety,FR,France,Western Europe,West,infoelectricien,Display,mpu,Month,55.85632211326405,2017,11,47
2017-11-13,,,23000.0,338,2875,0,Residential,Fire safety,IT,Italy,Western Europe,South,GIE,Email,Bespoke,Instance,1771.8929999999998,2017,11,46
2017-10-30,,,105.0,1,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,GIE,Display,mpu,month,15.821962487019002,2017,10,44
2017-11-06,,,166.0,0,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,GIE,Display,mpu,month,15.821962487019002,2017,11,45
2017-11-13,,,234.0,0,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,GIE,Display,mpu,month,15.821962487019002,2017,11,46
2017-11-20,,,798.0,2,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,GIE,Display,mpu,month,15.821962487019002,2017,11,47
2017-11-27,,,739.0,0,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,GIE,Display,mpu,month,15.821962487019002,2017,11,48
2017-10-30,,,101.0,0,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,GIE,Display,mpu,month,15.821962487019002,2017,10,44
2017-11-06,,,188.0,1,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,GIE,Display,mpu,month,15.821962487019002,2017,11,45
2017-11-13,,,200.0,0,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,GIE,Display,mpu,month,15.821962487019002,2017,11,46
2017-11-20,,,805.0,1,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,GIE,Display,mpu,month,15.821962487019002,2017,11,47
2017-11-27,,,694.0,1,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,GIE,Display,mpu,month,15.821962487019002,2017,11,48
2017-10-30,,,119.0,2,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,GIE,Display,mpu,month,15.821962487019002,2017,10,44
2017-11-06,,,204.0,0,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,GIE,Display,mpu,month,15.821962487019002,2017,11,45
2017-11-13,,,228.0,1,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,GIE,Display,mpu,month,15.821962487019002,2017,11,46
2017-11-20,,,784.0,0,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,GIE,Display,mpu,month,15.821962487019002,2017,11,47
2017-11-27,,,744.0,2,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,GIE,Display,mpu,month,15.821962487019002,2017,11,48
2017-10-23,,,23000.0,283,3128,0,Residential,Fire safety,IT,Italy,Western Europe,South,GIE,Email,Newsletter text,Instance,625.3739999999999,2017,10,43
2017-11-13,,,52793.0,1679,9574,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Email,Bespoke,Instance,3679.2837,2017,11,46
2017-10-30,,,328.0,3,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Display,mpu,month,75.27418516551464,2017,10,44
2017-11-06,,,414.0,2,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Display,mpu,month,75.27418516551464,2017,11,45
2017-11-13,,,426.0,1,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Display,mpu,month,75.27418516551464,2017,11,46
2017-11-20,,,375.0,1,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Display,mpu,month,75.27418516551464,2017,11,47
2017-11-27,,,371.0,2,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Display,mpu,month,75.27418516551464,2017,11,48
2017-10-30,,,318.0,1,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Display,mpu,month,75.27418516551464,2017,10,44
2017-11-06,,,439.0,2,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Display,mpu,month,75.27418516551464,2017,11,45
2017-11-13,,,418.0,1,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Display,mpu,month,75.27418516551464,2017,11,46
2017-11-20,,,442.0,3,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Display,mpu,month,75.27418516551464,2017,11,47
2017-11-27,,,359.0,4,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Display,mpu,month,75.27418516551464,2017,11,48
2017-10-30,,,288.0,2,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Display,mpu,month,75.27418516551464,2017,10,44
2017-11-06,,,411.0,3,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Display,mpu,month,75.27418516551464,2017,11,45
2017-11-13,,,399.0,0,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Display,mpu,month,75.27418516551464,2017,11,46
2017-11-20,,,451.0,0,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Display,mpu,month,75.27418516551464,2017,11,47
2017-11-27,,,399.0,0,0,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Display,mpu,month,75.27418516551464,2017,11,48
2017-11-20,,,52930.0,288,8947,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Email,Newsletter banner,Instance,613.90881,2017,11,47
2017-11-20,,,52930.0,1217,8947,0,Residential,Fire safety,IT,Italy,Western Europe,South,Voltimum,Email,Newsletter text,Instance,613.90881,2017,11,47
2017-06-05,,,16267.0,10,3709,0,Residential,Installer Recruitment,GB,United Kingdom,Northern Europe,UK & I,Professional Electrician,Email,Newsletter banner,Instance,620.16255,2017,6,23
